objname,z,n,t,GALEX_NUV,WISE_3.4,SPIRE_250,u-r,r-J,type
238460,0.0263,2.6097,LBS,0.025763702,0.020654516,0.0,0.8685377617122754,0.06180737190469188,1.0
238803,0.054,1.0887,LBS,0.014481658000000001,0.06854554,1.9572159999999998,1.5916810464333082,0.5033165168831175,1.0
239022,0.0403,0.6456,LBS,0.013971007,0.09271435,15.892006,1.4704821810548125,0.4212273777655824,1.0
239055,0.0407,2.7493,LBS,0.017588709,0.10655349,0.0,1.511242574680601,0.5499967707424958,1.0
239157,0.0542,2.6452,LBS,0.019298970000000002,0.090760564,0.0,1.379316860114919,0.6202380917929204,1.0
239212,0.0548,4.5608,LBS,0.14921205,0.94013877,43.605145,1.3862636716788543,0.6281963765897984,1.0
239237,0.0245,2.7857,LBS,0.010168636,0.035544024,7.776639,0.8594416293803349,0.349964946851145,1.0
239414,0.0514,0.1236,LBS,0.00894773,0.07106624,12.488975,1.6661867303277091,0.3773441754010136,1.0
240051,0.0589,2.9678,LBS,0.040765393000000004,0.08679975000000001,0.0,0.7190406568072305,0.42883935645213,1.0
240154,0.0097,0.7231,LBS,0.014927659000000001,0.078058074,3.3450013,1.42613496879342,0.29664167731327495,1.0
240539,0.0062,0.635,LBS,0.0027694296,0.08633047,6.606115,1.6426856813457462,0.4292151603928218,1.0
250368,0.0551,6.6148,LBS,0.0020573434000000002,0.062991116,2.3333926,4.545464782624812,0.6658671432358716,1.0
251212,0.0474,0.0553,LBS,0.013566367000000001,0.033189393,2.9923753,1.7461786156984758,0.5195565999111622,1.0
252059,0.0322,0.9243,LBS,-999000.0,0.0440593,0.0,1.0789757665069715,0.4586747121161139,1.0
252060,0.0343,0.697,LBS,-999000.0,0.118585194,0.0,1.5228570551342102,0.6682758131115776,1.0
272709,0.0489,2.8634,LBS,0.009499730999999999,0.090406655,1.5246163,1.915874512731115,0.541195669871783,1.0
272748,0.0232,0.7826,LBS,0.051050283,0.18908692,-999000.0,1.1805964774567954,0.43209875860978997,1.0
273343,0.0369,1.3874,LBS,0.031435222,0.06442836,-999000.0,1.088037544984644,0.24957526498075566,1.0
273412,0.0453,9.7748,LBS,0.03926213,0.15853706,21.154763,1.1044448773842248,0.4705635290939867,1.0
273494,0.0507,0.2523,LBS,0.023344606,0.17477559,11.395799,1.5086288348477908,0.6420503961522215,1.0
273514,0.0209,0.9786,LBS,0.14104115,0.37464580000000003,27.480517,0.9560404388854948,0.38263302798821286,1.0
273798,0.0328,-9999.0,LBS,0.04181142,0.090681286,14.552371999999998,0.9579854195345732,0.3744600339185169,1.0
273957,0.0267,0.6705,LBS,0.07020433000000001,0.052929725,-999000.0,0.9886621758753336,0.29934576137320335,1.0
278348,0.0423,1.868,LBS,0.023630078,0.11441079999999999,0.0,1.3955185911713457,0.5380567833661658,1.0
278513,0.0169,0.3549,LBS,0.018449477,0.2371577,19.547335999999998,1.5503500524163485,0.6289187858954435,1.0
278684,0.0108,1.9266,LBS,0.047854297,0.20964864000000002,9.525875,1.4999058230090938,0.4686336079275222,1.0
278702,0.0289,0.802,LBS,0.018812183,0.07369146600000001,7.0162765,1.2495064531721027,0.4723938059521018,1.0
278771,0.0413,2.9011,LBS,0.010665000000000001,0.11682168000000001,21.816551999999998,1.779951442535065,0.510888027622336,1.0
279180,0.0535,2.2019,LBS,0.035498244,0.10741455,0.0,1.1010525697695925,0.5472317104033166,1.0
279943,0.0184,1.3798,LBS,0.049843733,0.1573148,8.507303,1.2816254115386627,0.32126997546001235,1.0
287595,0.0456,2.3576,LBS,0.01300735,0.059514783,-999000.0,1.4825043221544547,0.4663508262591023,1.0
288891,0.0192,1.0864,LBS,0.0027023618,0.05412462,-999000.0,1.9306146957435146,0.4842631398096202,1.0
289200,0.0174,1.6401,LBS,0.011218523000000001,0.1344272,-999000.0,1.6960135902302653,0.5902516056994571,1.0
289391,0.0462,2.7333,LBS,0.024296745,0.11279631,14.91354,1.2055497478263817,0.6363199796601577,1.0
289724,0.0201,0.272,LBS,0.02060277,0.032641063,-999000.0,1.2133949363639402,0.3360463928693065,1.0
290112,0.0384,1.0431,LBS,0.023758601,0.11245495,-999000.0,1.1206598544654867,0.37164159780692785,1.0
296438,0.035,0.0227,LBS,0.06563727,0.071292525,2.0009961,0.6898898379784768,0.24694541687714633,1.0
296452,0.0348,1.296,LBS,0.025906217999999998,0.04306012,17.025122,1.1120234638926618,0.35492747865694696,1.0
296519,0.025,1.7302,LBS,0.045757723,0.09507513000000001,4.7304747,0.7997713266019417,0.19412972190191624,1.0
296583,0.0565,0.651,LBS,0.04459754,0.43914201999999997,30.2497,1.3159071243192457,0.7589842610133246,1.0
296637,0.0253,0.1317,LBS,0.01432356,0.040651474,0.0,1.3567765156945057,0.3739693244811235,1.0
296660,0.055,1.2116,LBS,0.01567836,0.08906442,16.010597,1.507118943067951,0.5737557366321937,1.0
296742,0.0178,1.3603,LBS,0.1984179,1.2048155999999999,45.754895,1.4061204689848381,0.4952931780620844,1.0
296798,0.0253,0.2255,LBS,0.020762129,0.092191054,0.45808178,1.3409116122159475,0.5234420690140027,1.0
296977,0.0344,0.0751,LBS,0.02139482,0.031846543,17.779283,1.2599562531928257,0.3495991916037866,1.0
297384,0.0262,-9999.0,LBS,0.012696109,0.024671843000000002,0.0,1.2204335042276995,0.2928566086903004,1.0
298593,0.049,1.3813,LBS,0.025001877,0.42437539999999996,37.234429999999996,1.6276247519052305,0.8621910084612168,1.0
298595,0.0342,3.0672,LBS,0.035027377,0.12612944,0.0,1.2010466777710676,0.381196582635539,1.0
298665,0.0283,1.1247,LBS,0.034721185999999994,0.065934895,0.0,0.9791691258063082,0.32754882439292743,1.0
298908,0.0357,0.5495,LBS,0.0084159965,0.037182366,0.5092308,1.8734854203640765,0.3575542463743133,1.0
298938,0.0285,2.1729,LBS,0.056875520000000006,0.10341197,7.476369,0.9213902691484037,0.2756981038132551,1.0
299058,0.0438,0.715,LBS,0.041514795,0.14851113999999999,14.74574,1.1100297360859912,0.5619452125917377,1.0
300372,0.0394,1.5091,LBS,0.030294295,0.26383065,51.27172,1.5192611724730725,0.5677083972308239,1.0
301172,0.0451,2.2244,LBS,0.006683213,0.11952593,20.111741,1.7084840794941343,0.7339211008761239,1.0
301200,0.0423,1.0127,LBS,0.034693436,0.28975125,10.73172,1.5213059406357559,0.6054086218957053,1.0
301398,0.0355,1.1121,LBS,0.021496076,0.06293547,5.1709594999999995,1.2854824110203964,0.3767701021584884,1.0
301560,0.0405,0.6812,LBS,0.012668160000000001,0.05504833,4.9661673,1.833694450665746,0.4009554881761659,1.0
301604,0.0521,0.4387,LBS,0.008487548,0.11745391,2.023185,1.6184683658886456,0.8476314406236796,1.0
301694,0.0518,1.4754,LBS,0.011464776999999999,0.09064594999999999,6.5069487,1.6515435045857814,0.6435371155915348,1.0
301842,0.053,2.2137,LBS,0.046578763,0.10396507,0.7389813,1.0472696471319978,0.3102784710779787,1.0
302755,0.056,1.3764,LBS,-999000.0,0.12158625,0.0,1.5942780028114782,0.863682112738843,1.0
302891,0.0376,1.5272,LBS,0.021569941999999998,0.049263585,0.0,1.1389780865131058,0.3257966157284926,1.0
302973,0.0265,0.2619,LBS,0.060118633,0.08818908,28.375026000000002,0.9737621991591183,0.13837763253807367,1.0
318635,0.0419,5.6225,LBS,1.0578974000000001E-4,0.15859501,0.0,1.911018143814296,0.7764724721860787,1.0
318971,0.049,0.8512,LBS,0.023663988,0.07765688500000001,10.312875,0.9400765083567535,0.24288375039794374,1.0
319242,0.0544,4.359,LBS,0.03624126,0.057904155,4.1045915E-5,0.6816947907338999,0.25691840043188563,1.0
319243,0.0259,1.1018,LBS,0.029089979000000002,0.15948844,19.677673,1.6098183781187458,0.5011175385643725,1.0
319288,0.0264,0.6099,LBS,0.027078942,0.1474963,1.8314589000000001,1.3977567958405714,0.5653850833298861,1.0
319416,0.0508,0.1415,LBS,0.0,0.05842621,0.0,1.7257394331470124,0.763960103200688,1.0
319494,0.0528,1.0789,LBS,0.035047822,0.62765996,53.217611999999995,1.63490030597211,0.845781738774825,1.0
319523,0.0536,4.4049,LBS,0.011089764,0.073077375,12.0648015,2.2018102142932747,0.5661967426538936,1.0
319845,0.0559,0.0566,LBS,0.014811221000000001,0.06632109,0.0,1.1346978737973714,0.4775550285257779,1.0
320072,0.0245,2.2602,LBS,0.045087032,0.2670052,3.8008513,1.6573564258800388,0.4723449479029611,1.0
320279,0.0394,0.8811,LBS,0.009869944,0.035277673,16.61437,1.8281941867750078,0.2172176153690657,1.0
320373,0.0396,19.9992,LBS,0.034014833,0.052441064,0.0,0.8176838814563752,0.18787707140695886,1.0
320418,0.0301,1.1745,LBS,0.116300456,0.12165047,26.324073,0.439648489982325,-0.13788107648309733,1.0
321142,0.0382,1.895,LBS,-999000.0,0.103154234,0.5038067,2.211502608630674,0.6669574208144198,1.0
321308,0.0332,1.5675,LBS,0.01735159,0.042573265,3.73189,1.1986817017824976,0.32765483873382095,1.0
323224,0.0134,0.814,LBS,0.17663140000000002,0.6296142,25.31176,1.190406661290055,0.41651827199380165,1.0
323888,0.0286,0.7079,LBS,0.02287681,0.073032585,0.0,1.4831097037635885,0.3783524571122996,1.0
324123,0.0408,1.6008,LBS,0.04556709,0.16731913,14.198758,1.0161490674845837,0.41881792457480316,1.0
324500,0.0537,1.0933,LBS,0.11928666,0.5318014,63.829705,1.1702826560117856,0.5259552055812406,1.0
324799,0.039,1.1,LBS,0.019460567,0.1149064,2.7231015000000003,1.328433792930042,0.5343098492567719,1.0
325261,0.0541,2.8374,LBS,0.031556414,0.16502247,0.0,1.1263294738967389,0.45825185339587193,1.0
325508,0.0565,1.3605,LBS,0.026452324,0.11040369,4.304352,1.5876854818343915,0.47047345763814974,1.0
346440,0.0201,0.9736,LBS,0.04554688,0.15007565,0.89030917,1.3443793738089767,0.46636864363529895,1.0
346749,0.0348,0.7557,LBS,0.020438249000000002,0.050842536,-999000.0,1.0968298783891584,0.37242955606424744,1.0
347305,0.0576,3.5393,LBS,0.02907372,0.12670645,7.544423500000001,1.3993461033111743,0.62916199234094,1.0
365316,0.0278,3.7938,LBS,-999000.0,0.08253822000000001,-999000.0,0.8685985893139261,0.45773785227725483,1.0
365320,0.0128,0.1974,LBS,-999000.0,0.038319255999999996,0.0,1.0450800846477364,0.1945339529515877,1.0
369211,0.0166,0.0119,LBS,0.0074434774000000006,0.08068106,0.0,1.9653557379059947,0.4345535634327149,1.0
370910,0.0516,4.2583,LBS,0.008409683999999999,0.36670078,20.736024,1.6524723222447193,0.9928642655720452,1.0
371037,0.0063,1.7605,LBS,0.043191629999999995,0.48196730000000004,0.0,1.7261928176684123,0.4674173489465119,1.0
371255,0.0454,10.7504,LBS,0.0149375155,0.10899781,2.7288962,1.5068257440509143,0.3896418764707903,1.0
371294,0.0505,4.3291,LBS,0.022563323,0.15011226,12.680621,1.4199363964817806,0.6764351825328134,1.0
372014,0.0586,2.4048,LBS,0.034572193,0.1464346,9.021769,1.2693131306689978,0.5493219093065917,1.0
373248,0.0166,1.0944,LBS,0.0026639946,0.101687605,0.0,2.292760769831041,0.6100341544917001,1.0
376163,0.0423,0.7356,LBS,0.014210022499999999,0.14831201000000002,9.023,1.500933302429729,0.5952276404482433,1.0
376184,0.0344,4.8561,LBS,0.031295953,0.28667002,14.715495,1.7052665977809767,0.4874086765900074,1.0
376865,0.0569,1.5868,LBS,0.0068175527,0.097308824,21.273099,1.706351550482772,0.5683757090367507,1.0
377348,0.0044,0.583,LBS,0.1839545,0.34858484,6.1156666,1.1013034824910477,0.27560728480336394,1.0
377962,0.0373,1.5028,LBS,0.044625285,0.19680221,7.288029,1.4628436638791982,0.4177374907301399,1.0
380723,0.0294,4.7193,LBS,0.03136834,0.11970594000000001,0.0,1.378107730672106,0.2849843258432543,1.0
380868,0.045,0.3374,LBS,0.039484195,0.105172985,11.66286,1.001531234079863,0.32346822328300107,1.0
381266,0.0497,3.0143,LBS,0.0,0.15613587999999998,3.9063594,2.8763163967587815,0.8843931331450463,1.0
381419,0.0354,2.1087,LBS,0.023847842,0.111695874,19.812925,1.2650087207680656,0.4393175912060059,1.0
381502,0.0253,0.6981,LBS,0.031794603,0.13018401999999998,1.1118675,1.5726692243819613,0.4615789778532786,1.0
381802,0.0179,1.2461,LBS,0.019060559,0.19169887000000002,4.779398,1.6575910432118164,0.6082576868185896,1.0
381940,0.053,0.9545,LBS,0.027664619,0.18700703000000002,-999000.0,1.2817006018312185,0.6352558665757755,1.0
382333,0.0513,1.1263,LBS,0.019324501,0.06496527,15.805975,1.465436684264084,0.5226761093047543,1.0
382768,0.0125,1.0139,LBS,-999000.0,0.206394,9.202494,1.185288198766628,0.3193615815020294,1.0
382799,0.038,1.606,LBS,-999000.0,0.054267333,0.0,1.885273351377144,0.5069334018018523,1.0
383044,0.0562,0.6123,LBS,0.016551563000000002,0.08270271,7.741116,1.5180824396733001,0.483721525418467,1.0
383326,0.0528,3.89,LBS,0.021243106,0.10501682,-999000.0,1.3885106350084513,0.4751171781517982,1.0
383327,0.0238,4.3205,LBS,0.037806229999999996,0.033687284000000005,-999000.0,0.8229566331304383,0.14079276434159738,1.0
386281,0.0506,1.9739,LBS,-999000.0,0.07065611000000001,0.0,1.7990842628590684,0.8095546334924109,1.0
387591,0.0521,1.2964,LBS,0.021817039,0.061707349999999994,0.0,1.0351454648686556,0.3631407116535712,1.0
387690,0.0391,1.6458,LBS,0.021008965999999997,0.13854716,1.2165819,1.595834222157336,0.5686950505621979,1.0
387714,0.0559,4.176,LBS,-999000.0,0.056402725,19.003946,0.9840357895578009,0.40490812205030124,1.0
396854,0.0183,0.1324,LBS,0.019515855000000002,0.07673308000000001,1.0772517,1.4762042680205099,0.32084543488002026,1.0
402541,0.0434,3.6361,LBS,0.035035904,0.11425328,4.665344,1.1668677920804598,0.3935222421131712,1.0
402570,0.028,0.3446,LBS,0.026711377,0.051655323,-999000.0,0.9662717764846676,0.3082370402598471,1.0
402934,0.0205,2.6867,LBS,-999000.0,0.09764935,-999000.0,1.381184457324025,0.39317064377978994,1.0
417375,0.0502,1.353,LBS,-999000.0,0.10521604400000001,0.0,1.1929925560093295,0.5072490792082576,1.0
417568,0.0284,0.0072,LBS,-999000.0,0.14781217000000002,10.851792000000001,1.722932429854076,0.4799194923472285,1.0
418795,0.039,1.069,LBS,-999000.0,0.22946073,-999000.0,1.5650142747470355,0.5796361147016995,1.0
418903,0.0563,4.4799,LBS,-999000.0,0.101359394,-999000.0,1.2627514119205685,0.4589041873486792,1.0
419343,0.0122,1.1081,LBS,0.039608199999999996,0.07232686,0.0,1.261930482181576,0.36015178894248123,1.0
419412,0.0565,4.1089,LBS,0.010446448,0.07800108,8.995226,1.382967221329416,0.5807689558699707,1.0
423186,0.0141,0.0175,LBS,0.0011008835,0.07735818,-999000.0,1.8696134350614457,0.9638856578709749,1.0
423558,0.0125,1.092,LBS,0.0062987647,0.060608116,-999000.0,1.844415018007254,0.6412789273576607,1.0
460307,0.0341,3.9394,LBS,0.01609062,0.13892875999999998,-999000.0,1.7276793121672185,0.5817346356574191,1.0
460644,0.0489,1.5424,LBS,0.014539145,0.10903976,-999000.0,2.015432231332248,0.6140628275397901,1.0
460757,0.0381,0.6269,LBS,0.016906840000000003,0.1032019,-999000.0,1.4907922631610333,0.49829425655435244,1.0
460845,0.0485,3.2577,LBS,0.047210553,0.13834878,-999000.0,1.0325341290448975,0.41405353342568674,1.0
463336,0.0551,-9999.0,LBS,0.023531516,0.18171093,1.4003757,1.6621662461807745,0.7317415891076564,1.0
463491,0.0325,-9999.0,LBS,0.0250257,0.07740789,11.440237000000002,1.1724568947222593,0.21934080468725625,1.0
484746,0.0415,2.2288,LBS,0.03705749,0.17865525000000002,6.332949,1.0907039849390117,0.5281783984723205,1.0
484973,0.0384,2.7474,LBS,0.014977704,0.08606862000000001,-999000.0,1.068460464680193,0.5468967512647396,1.0
485357,0.0549,0.345,LBS,0.010211655,0.1253294,19.749964,1.2279212861600186,0.7138199232643103,1.0
485529,0.0302,3.0093,LBS,0.053567343,0.4133996,-999000.0,1.4833175616360208,0.5553374385504171,1.0
485871,0.054,3.2653,LBS,0.0010352363,0.14273580000000002,-999000.0,2.1895040143960784,0.6571989948069472,1.0
485891,0.0569,10.7341,LBS,0.0024951821000000003,0.12611375,-999000.0,2.097372590084227,0.7844390905814862,1.0
486052,0.0138,0.0115,LBS,0.035522214999999996,0.06183374,0.0,0.8859695025649046,0.22991798933523455,1.0
486299,0.046,0.4399,LBS,0.01598296,0.052399035,-999000.0,0.828669508575615,0.5022976849234055,1.0
486301,0.0462,0.0647,LBS,0.010327137,0.05711584,-999000.0,1.303919612894198,0.5734936961189376,1.0
486927,0.0425,0.9491,LBS,0.022849978,0.117957774,12.719284,1.4264766103381348,0.4587049829979435,1.0
487143,0.0362,0.0738,LBS,0.0324346,0.07637761000000001,-999000.0,1.2560155044066477,0.310194259061916,1.0
491737,0.0501,0.1365,LBS,0.02815416,0.09576797000000001,18.683514,0.9094450478615528,0.5983756872019512,1.0
492481,0.0543,1.3448,LBS,0.019415078,0.028615335,-999000.0,1.0181834541195371,0.3643932537952992,1.0
492884,0.0574,2.8143,LBS,0.0027068413,0.059389621999999996,6.1978800000000005,1.9905876493693953,0.7517177253754781,1.0
492945,0.0561,1.3628,LBS,0.055619796,0.36634994,34.482382,1.404702328901152,0.5888525409567933,1.0
493623,0.0494,3.835,LBS,0.016515023,0.046485703999999996,0.0,1.282749273522768,0.4168577725489584,1.0
493702,0.0275,3.218,LBS,0.41438686,0.4561371,15.390481,0.3996919602505926,-0.06832683712231358,1.0
493811,0.0278,1.6667,LBS,0.039629529999999996,0.15280002999999998,0.0,1.3456273337480056,0.4868707876287459,1.0
504445,0.0348,0.0481,LBS,0.029306637,0.066516404,-999000.0,1.14580974089899,0.36645368759527486,1.0
504620,0.0564,2.0818,LBS,-999000.0,0.06259237,-999000.0,2.3198729264250986,0.504754493159254,1.0
504923,0.0564,1.5643,LBS,0.013860576999999999,0.0731252,-999000.0,2.7176102045368893,0.5016409785767166,1.0
505272,0.0547,4.6463,LBS,0.011967135,0.08100382499999999,-999000.0,1.3071351703404943,0.7067212810557848,1.0
505385,0.0564,0.9884,LBS,0.024292513,0.09101131,-999000.0,1.10494089332677,0.38459710217320264,1.0
505914,0.027,5.6081,LBS,0.017348422000000002,0.049602363999999996,-999000.0,1.127630641741625,0.16393508167288928,1.0
506040,0.055,0.0571,LBS,0.008338801,0.14151455,-999000.0,1.6083113156765592,1.0529801581209313,1.0
507990,0.0332,2.9014,LBS,0.014344227,0.03442493,0.0,1.2531282583837395,0.47541861292583576,1.0
508182,0.0574,0.0501,LBS,0.012370715,0.055014098,8.884215000000001,1.7464689366298103,0.4868383183167708,1.0
508353,0.054,1.7244,LBS,7.656624999999999E-4,0.08804481,-999000.0,2.4237534616828427,0.7867269983571106,1.0
508476,0.0576,2.953,LBS,0.038612707,0.07902590000000001,-999000.0,1.288598451928074,0.43673439157275595,1.0
508526,0.0492,1.6472,LBS,0.039925880000000004,0.11283288,-999000.0,1.065159881804668,0.3220211814823415,1.0
508603,0.0251,2.7001,LBS,0.017319277999999997,0.052839277,-999000.0,1.5429587503493352,0.31410197330921363,1.0
508906,0.0259,1.7379,LBS,0.03388615,0.18851736,14.174227,1.4590232767751559,0.4873251309609401,1.0
508944,0.0468,4.3999,LBS,0.01064502,0.06788822,0.0,1.313087129286501,0.5158735858948091,1.0
509079,0.0508,0.2651,LBS,0.009181341,0.032751082,9.387758,1.5546818290152942,0.5578576461449316,1.0
509512,0.056,1.2073,LBS,0.014531391,0.22606595000000002,23.875153,1.6319137319914674,0.711760638161202,1.0
509557,0.0266,2.3793,LBS,0.053870077,0.18737902,9.521091,1.0023872114508663,0.4049060754255507,1.0
509724,0.0538,1.1297,LBS,0.05009968,0.10001244999999999,9.270917,0.7335524500207242,0.513879703729117,1.0
509917,0.0482,1.346,LBS,0.042272506,0.24756356,-999000.0,1.3295368678425206,0.6222943185601508,1.0
512067,0.0303,0.0904,LBS,0.13850015,0.08493521,-999000.0,0.2044091950720741,0.04276564655097559,1.0
512437,0.0551,5.1205,LBS,0.022612714,0.09856836999999999,2.0226515000000003,1.4471931001533704,0.4712910157625174,1.0
513065,0.0291,-9999.0,LBS,0.053316275,0.008304078000000001,0.17540756,2.6126963060471056,0.8826146459705839,1.0
513082,0.0295,-9999.0,LBS,0.044609605999999996,0.010577262,5.7510883,0.7342725377510888,-0.031636715081617695,1.0
513267,0.026,0.8937,LBS,0.0037306722,0.054140327999999995,5.405448,2.606711011674925,0.5572599145174237,1.0
516817,0.0396,2.2225,LBS,0.030087838000000002,0.1116118,22.361794,1.387510758172965,0.3879054183884705,1.0
516974,0.0504,2.8256,LBS,-999000.0,0.1023666,11.864965999999999,1.6129258140105023,0.025394757402025903,1.0
518647,0.0266,0.2036,LBS,0.05623537,0.059834255999999995,0.5388604,0.8862818826672054,0.13563499942558366,1.0
519103,0.0544,1.1124,LBS,0.0090268195,0.13240211,-999000.0,1.7275765741394409,0.8049670067883099,1.0
522165,0.029,1.0619,LBS,0.08389953,0.18104693,-999000.0,0.9863351571371695,0.44614252459907533,1.0
534656,0.044,1.0296,LBS,0.03965527,0.10926780999999999,2.9353526999999997,1.0639093083545035,0.4668751785797056,1.0
534739,0.0465,1.0892,LBS,0.025526137,0.25529554,29.24726,1.4925322178275522,0.5889385337657558,1.0
535007,0.0196,0.8444,LBS,0.009565398,0.100008736,9.3047945,1.554173575980883,0.5581513898775228,1.0
535283,0.0197,1.9596,LBS,0.03882076,0.19211198000000002,15.575806,1.3433263548228283,0.49739490326567903,1.0
535975,0.0308,1.7973,LBS,0.020198388,0.08677543,5.524856,1.4347528826468263,0.4539402845480893,1.0
536173,0.0407,0.9536,LBS,0.026459510999999998,0.16602948,11.539487,1.5496587770267567,0.5350580008686237,1.0
536989,0.0068,0.7891,LBS,0.033889544,0.09890507,3.810702,1.3169566969382132,0.2845875503961821,1.0
537367,0.0402,1.7837,LBS,-999000.0,0.20275054,8.873535,1.4654012227209776,0.6784627598540283,1.0
537368,0.0399,1.028,LBS,-999000.0,0.09087037,2.8975792,1.756577046039503,0.5880717963037583,1.0
537434,0.04,1.0158,LBS,0.008560659,0.07077151500000001,11.152875,2.007194148965148,0.5498477299494198,1.0
543600,0.0352,0.6395,LBS,0.02002642,0.07091744,0.60950883,1.37809784244768,0.5195167866425194,1.0
543601,0.0548,0.2399,LBS,0.017091852,0.12674526,2.5944088,1.606064158096288,0.38721485144156986,1.0
543715,0.0253,3.7896,LBS,0.06692532,0.25569732,6.7557290000000005,1.0918508517408583,0.4782811190951648,1.0
543793,0.0539,0.0894,LBS,0.019426257,0.050649607000000006,0.0,1.4851486624617962,0.2894803180249781,1.0
544218,0.05,3.9408,LBS,0.026994025,0.13788218,21.818822,1.5742603134530881,0.46222474558536675,1.0
544418,0.0319,1.8426,LBS,0.011875666,0.16483465,7.914429,1.9882648478024834,0.5788933188713514,1.0
545252,0.0371,1.6933,LBS,0.03472321,0.052053783,3.8994374,0.8577530556665138,0.3901848638656418,1.0
545586,0.0571,0.6511,LBS,0.012955926999999999,0.06079585,0.6507118000000001,1.3800602371664752,0.4828660506335325,1.0
545924,0.0348,4.3002,LBS,0.019923003,0.098223994,0.0,1.332388691043782,0.4859089540914425,1.0
546073,0.0349,1.6229,LBS,0.03619255,0.22490887,5.8998377,1.4315051589505572,0.4633474889620075,1.0
549100,0.0571,4.9941,LBS,0.015411109999999999,0.08033315,4.103745,1.54844112822839,0.7352046726990835,1.0
549178,0.0308,1.2403,LBS,0.016103402000000003,0.098383265,0.0,1.5053459686180517,0.5026400629728727,1.0
550431,0.0244,4.4015,LBS,0.0144702435,0.057023700000000004,16.968925,1.416186747815786,0.48420706435811667,1.0
551192,0.0168,1.5753,LBS,0.073984316,0.5454492,42.53254,1.4466139199389332,0.5753731606028936,1.0
551196,0.0474,0.5823,LBS,0.025580342000000002,0.051826806,0.0,1.2206340896939238,0.31922219025264553,1.0
551239,0.0165,1.0947,LBS,0.0059913505,0.08919573,5.999315,1.969602506561614,0.3744634896704113,1.0
551621,0.0568,5.4152,LBS,0.024255953,0.11026615000000001,7.1464484,1.2121646722069954,0.4111920797291404,1.0
559300,0.0131,0.8105,LBS,0.06288804,0.37917684,15.957162,1.592378131023736,0.366010647308606,1.0
559895,0.0512,1.262,LBS,0.024788305,0.13682133000000002,40.011615,1.3905810259296132,0.5712858041750408,1.0
560779,0.0227,1.0696,LBS,0.015938416,0.10659495000000001,0.0,1.4088758152159002,0.35213534983024886,1.0
561270,0.0362,5.5052,LBS,0.052539795,0.25397333,26.92661,1.0164397995240861,0.5325695082403712,1.0
561951,0.0401,0.8288,LBS,0.027928134,0.11253956500000001,18.36627,1.1619070383850811,0.42632223698129224,1.0
567452,0.0526,2.1216,LBS,0.004649094,0.13074877,7.297869,1.7051228447957385,0.9907176204770849,1.0
567500,0.0326,0.5151,LBS,0.013801945000000001,0.056525554,0.0,1.3036547130016913,0.5553034223104945,1.0
567900,0.0262,0.2975,LBS,0.14108213,0.08166222999999999,0.0,0.43008389823434356,-0.16775179010756602,1.0
568133,0.049,6.5693,LBS,0.024715799,0.07139911,6.7489203,0.8979718764569071,0.4224139601702177,1.0
568290,0.0507,0.7015,LBS,0.03021752,0.07861006,0.052763626,0.9839393074614122,0.23375462093083854,1.0
568293,0.0504,1.7274,LBS,0.038202950000000006,0.13462837000000002,0.0,1.0655060907251226,0.4451882479985727,1.0
568353,0.0517,2.3299,LBS,0.032903663,0.23723835000000001,21.140173,1.5328097950000839,0.5758030597535324,1.0
568848,0.0248,-9999.0,LBS,0.018628129,0.053636883,16.036443000000002,1.3404692527580124,0.6056819539940648,1.0
568849,0.0251,1.8562,LBS,0.05352793,0.08011198,7.5965463,0.8172633222934209,0.30699100056487794,1.0
570177,0.0269,1.8161,LBS,-999000.0,0.040142609999999995,0.0,1.3114787198750832,0.3684372646177252,1.0
573585,0.0519,1.1389,LBS,0.036583595,0.12485381999999999,14.037539,1.397184362021335,0.5190636104189323,1.0
573610,0.0414,2.854,LBS,0.08638824,0.17563155,0.4940881,0.9371729674876761,0.4152492721799703,1.0
574265,0.0524,2.4902,LBS,0.014253581999999999,0.11837547999999999,5.403496,1.4195853491091484,0.6179007333918634,1.0
574552,0.0544,2.0106,LBS,0.024535293,0.23752006,8.9040985,1.5772612391339536,0.7331071024899458,1.0
574572,0.019,0.9778,LBS,0.14298555000000002,0.4730822,38.25769,1.216524732882938,0.40951703234573955,1.0
575267,0.0556,1.7547,LBS,0.023247212,0.07688345,0.0,1.0145882338513132,0.4291984957910415,1.0
575623,0.0208,2.3697,LBS,0.024027912999999998,0.10844417,0.8619049,1.5200330910081306,0.43076034609347147,1.0
583411,0.046,1.8208,LBS,0.04972254,0.20278177,21.830907,1.3224246657902796,0.49876489018425474,1.0
583432,0.018,0.0624,LBS,0.014587915,0.05774817,11.632225499999999,1.4505234820105528,0.35306189948261846,1.0
583744,0.0194,2.2672,LBS,0.021296353,0.106440646,3.7869230999999997,1.3253637161550245,0.4326715061843629,1.0
584807,0.0208,0.3305,LBS,0.015785443,0.039855997,0.0,1.5225802144855791,0.29611227958299935,1.0
585127,0.0084,0.0411,LBS,0.051491723,0.10434366,0.0,1.1649681256423037,0.12953934097308206,1.0
585694,0.0248,0.8636,LBS,0.022424114,0.11527786400000001,0.0,1.3217189903319309,0.37229830465989977,1.0
592237,0.0249,-9999.0,LBS,0.01622796,0.06470427,12.041072,1.3147984367366377,0.39040325698479705,1.0
592517,0.0482,1.7079,LBS,0.043324744000000005,0.22855202,28.610354,1.3658751732991306,0.43915080054918576,1.0
